"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water_ub","access_water_lb","year"
"ECU","urban","total","male",NA,NA,NA,NA,NA,NA,0.870816448877474,0.076602577284739,0.00602643849618282,0.030698966447959,NA,0.903975238852757,0.822019418194091,0.150540939209527,0.0161898716345353,0.0161898716345353,0.75738058584972,0.130960068335623,0.01422734379711,0.01422734379711,NA,NA,0.00170595535265489,0.00954381560919226,0.00140724087030331,0.978117992610172,0.953445464658396,2017
"ECU","urban","total","female",NA,NA,NA,NA,NA,NA,0.868905727452042,0.0826173108901646,0.00461789421369138,0.0265684476462152,NA,0.892841760737645,0.818644528076667,0.15594522282516,0.0143311918513798,0.0143311918513798,0.747261203203371,0.132310835988105,0.0122539544622379,0.0122539544622379,NA,NA,0.00321470130357625,0.00786435594321699,0.00101576708393136,0.978091485988422,0.956140932555898,2017
"ECU","rural","total","male",NA,NA,NA,NA,NA,NA,0.360263794016777,0.156737294415581,0.0120920063013459,0.332512526271507,NA,0.830311823224762,0.281680165793837,0.42523685816329,0.172659040135885,0.172659040135885,0.251504481385668,0.390111771637185,0.161102726867957,0.161102726867957,NA,NA,0.0696997611439647,0.0507241747630232,0.0275928433339525,0.849513614703865,0.529093094733704,2017
"ECU","rural","total","female",NA,NA,NA,NA,NA,NA,0.407394215706299,0.193267382424155,0.0202981239546209,0.289142891572849,NA,0.780519951351524,0.312673788248834,0.406291249515523,0.147556813638832,0.147556813638832,0.278739687605783,0.351120889175554,0.130724290340091,0.130724290340091,NA,NA,0.0873236611859138,0.0461544874108967,0.0199350842300954,0.889804489703303,0.620959722085075,2017
"ECU","country","1","male",NA,NA,56.0800236583873,91.2,264.981462184228,1721,0.437338189991635,0.172544477911053,0.0103418066379768,0.242483267022537,NA,0.79854208320012,0.387007045599798,0.339764349021664,0.144446532081224,0.144446532081224,0.338470180596286,0.298863463328451,0.134656430819431,0.134656430819431,NA,NA,0.0779796592594952,0.0508024140378192,0.0265520084559523,0.852365934925225,0.620224474540665,2017
"ECU","country","1","female",NA,NA,58.2930060646553,91,226.531004649698,1200,0.544972151932209,0.210718625158172,0.0135808590406897,0.155231145583372,NA,0.771087158886645,0.51019158320693,0.272383515107541,0.108028652548186,0.108028652548186,0.430221252346865,0.231866344277785,0.0947591376599175,0.0947591376599175,NA,NA,0.0682593917887031,0.0411368573486401,0.0142404246020773,0.910921922673753,0.76927163613107,2017
"ECU","country","2","male",NA,NA,119.541228864593,150,514.313603881447,1899,0.630074366901089,0.13786396530845,0.0120004602628502,0.159567572758951,NA,0.872442201696807,0.557040370517229,0.31112204641175,0.088856665216803,0.088856665216803,0.495504749222952,0.283207275095744,0.0814559124197805,0.0814559124197805,NA,NA,0.0172240139588421,0.0257569038953765,0.01227426495833,0.92750590496849,0.779938792472389,2017
"ECU","country","2","female",NA,NA,118.580391767003,150,438.41989752005,1525,0.723391449918002,0.118114304562231,0.00887423872713797,0.106873558058144,NA,0.845378171726547,0.640912749010202,0.269659596636292,0.0538584555307573,0.0538584555307573,0.569332906729575,0.223273810423844,0.0477225865890601,0.0477225865890601,NA,NA,0.0227989531358993,0.0127702456868493,0.00504886798406778,0.948379312538378,0.850379993207372,2017
"ECU","country","3","male",NA,NA,185.604103596408,227.5,736.695595125568,2943,0.733479088993338,0.101010686302803,0.00640564973306712,0.118212804477388,NA,0.887881192188397,0.6715663770275,0.245990277672867,0.0495170638794939,0.0495170638794939,0.613678802374708,0.222492767283615,0.0456795443461213,0.0456795443461213,NA,NA,0.0147706703604853,0.018155611059654,0.0060300781839534,0.952702579773529,0.840895425029208,2017
"ECU","country","3","female",NA,NA,184.632481218633,227.5,612.492410848565,3066,0.750484505508256,0.11984891852421,0.00466741084592115,0.0877811261290175,NA,0.884476604690009,0.666810489002933,0.264074347150816,0.0418802818601783,0.0418802818601783,0.60401464913113,0.237700244017786,0.0372157853008739,0.0372157853008739,NA,NA,0.0166845432338947,0.0105503387521784,0.00554592624022043,0.958114550161484,0.875000834878387,2017
